series_name,team_name,player_name,position_name,match_played,total_points,total_raid_points,tackle_points,total_raids,success_raids,unsuccess_raids,empty_raid,super_raids,success_raid_percent,tackle_success_rate,total_tackles,success_tackles,unsuccesful_tackles,super_tackles,most_point_in_a_match,green_cards,yellow_cards,red_cards
 Season 5,Bengal Warriors,Rahul Kumar,"Defender, right cover",10.0,6.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,30.0,6.0,24.0,0.0,3.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Rahul Kumar,"Defender, right cover",30.0,22.0,0.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,21.73,92.0,20.0,72.0,2.0,4.0,0.0,0.0,0.0
 Season 3,Jaipur Pink Panthers,Sandeep Kumar Dhull,"Defender, left corner",10.0,32.0,0.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,52.45,61.0,26.0,35.0,6.0,6.0,0.0,0.0,0.0
 Season 4,Jaipur Pink Panthers,Sandeep Kumar Dhull,"Defender, left corner",12.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,52.23,67.0,35.0,32.0,0.0,8.0,0.0,0.0,0.0
 Season 6,Jaipur Pink Panthers,Sandeep Kumar Dhull,"Defender, left corner",22.0,67.0,0.0,67.0,1.0,0.0,0.0,1.0,0.0,0.0,52.34,128.0,62.0,66.0,5.0,6.0,1.0,0.0,0.0
 Season 7,Jaipur Pink Panthers,Sandeep Kumar Dhull,"Defender, left corner",20.0,68.0,1.0,67.0,3.0,0.0,1.0,2.0,0.0,33.33,50.37,133.0,60.0,73.0,7.0,8.0,1.0,0.0,0.0
 Overall,Jaipur Pink Panthers,Sandeep Kumar Dhull,"Defender, left corner",64.0,202.0,1.0,201.0,5.0,0.0,2.0,3.0,0.0,20.0,51.67,389.0,183.0,206.0,18.0,8.0,2.0,0.0,0.0
 Season 3,Jaipur Pink Panthers,Nilesh Salunke,Raider,7.0,10.0,10.0,0.0,20.0,5.0,5.0,10.0,1.0,50.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0
 Season 4,Jaipur Pink Panthers,Nilesh Salunke,Raider,15.0,62.0,61.0,1.0,139.0,47.0,34.0,58.0,1.0,43.88,10.0,10.0,1.0,9.0,0.0,10.0,0.0,0.0,0.0
 Season 5,Jaipur Pink Panthers,Nilesh Salunke,Raider,21.0,105.0,98.0,7.0,247.0,78.0,40.0,129.0,2.0,39.67,38.88,18.0,5.0,13.0,2.0,11.0,2.0,0.0,0.0
 Season 6,Jaipur Pink Panthers,Nilesh Salunke,Raider,19.0,85.0,81.0,4.0,201.0,59.0,53.0,89.0,4.0,40.29,19.04,21.0,4.0,17.0,0.0,9.0,5.0,0.0,0.0
 Season 7,Jaipur Pink Panthers,Nilesh Salunke,Raider,17.0,55.0,53.0,2.0,128.0,40.0,29.0,59.0,1.0,41.4,28.57,7.0,2.0,5.0,0.0,15.0,1.0,0.0,0.0
 Overall,Jaipur Pink Panthers,Nilesh Salunke,Raider,79.0,317.0,303.0,14.0,735.0,229.0,161.0,345.0,9.0,41.22,23.72,59.0,12.0,47.0,2.0,15.0,8.0,0.0,0.0
 Season 3,Bengaluru Bulls,Sandeep,"Defender, left corner",3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,3.0,7.0,0.0,3.0,0.0,0.0,0.0
 Season 6,Bengaluru Bulls,Sandeep,"Defender, left corner",10.0,16.0,0.0,16.0,2.0,0.0,1.0,1.0,0.0,0.0,47.05,34.0,13.0,21.0,3.0,4.0,0.0,0.0,0.0
 Season 7,Bengaluru Bulls,Sandeep,"Defender, left corner",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Bengaluru Bulls,Sandeep,"Defender, left corner",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Bengaluru Bulls,Sandeep,"Defender, left corner",14.0,19.0,0.0,19.0,2.0,0.0,1.0,1.0,0.0,0.0,42.22,45.0,16.0,29.0,3.0,4.0,0.0,0.0,0.0
 Season 3,Gujarat Fortunegiants,Abolfazl Maghsodloumahali,Raider,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 4,Gujarat Fortunegiants,Abolfazl Maghsodloumahali,Raider,9.0,25.0,25.0,0.0,37.0,18.0,14.0,5.0,2.0,67.56,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
 Season 5,Gujarat Fortunegiants,Abolfazl Maghsodloumahali,Raider,19.0,97.0,91.0,6.0,230.0,77.0,47.0,106.0,0.0,39.56,42.85,14.0,5.0,9.0,1.0,11.0,4.0,0.0,0.0
 Season 6,Gujarat Fortunegiants,Abolfazl Maghsodloumahali,Raider,10.0,25.0,23.0,2.0,77.0,19.0,19.0,39.0,2.0,29.87,28.57,7.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0
 Season 7,Gujarat Fortunegiants,Abolfazl Maghsodloumahali,Raider,6.0,5.0,5.0,0.0,10.0,3.0,6.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
 Overall,Gujarat Fortunegiants,Abolfazl Maghsodloumahali,Raider,47.0,152.0,144.0,8.0,356.0,117.0,87.0,152.0,4.0,40.44,36.36,22.0,7.0,15.0,1.0,11.0,4.0,0.0,0.0
 Season 3,Puneri Paltan,Hadi Tajik,"Defender, right corner",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Season 4,Puneri Paltan,Hadi Tajik,"Defender, right corner",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
 Season 5,Puneri Paltan,Hadi Tajik,"Defender, right corner",9.0,9.0,4.0,5.0,12.0,2.0,7.0,3.0,0.0,33.33,21.73,23.0,5.0,18.0,0.0,2.0,1.0,0.0,0.0
 Season 6,Puneri Paltan,Hadi Tajik,"Defender, right corner",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0
 Season 7,Puneri Paltan,Hadi Tajik,"Defender, right corner",12.0,17.0,1.0,16.0,6.0,1.0,2.0,3.0,0.0,16.66,43.24,37.0,15.0,22.0,1.0,4.0,0.0,0.0,0.0
 Overall,Puneri Paltan,Hadi Tajik,"Defender, right corner",28.0,27.0,5.0,22.0,18.0,3.0,9.0,6.0,0.0,27.77,32.35,68.0,21.0,47.0,1.0,4.0,4.0,0.0,0.0
 Season 5,Dabang Delhi K.C.,Khomsan Thongkham,Raider,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 3,Dabang Delhi K.C.,Khomsan Thongkham,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 4,Dabang Delhi K.C.,Khomsan Thongkham,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Dabang Delhi K.C.,Khomsan Thongkham,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Dabang Delhi K.C.,Khomsan Thongkham,Raider,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 3,Dabang Delhi K.C.,Anil Kumar,"Defender, left cover",11.0,21.0,2.0,19.0,15.0,2.0,3.0,10.0,0.0,13.33,37.25,51.0,19.0,32.0,0.0,4.0,1.0,0.0,0.0
 Season 4,Dabang Delhi K.C.,Anil Kumar,"Defender, left cover",4.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,28.57,7.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0
 Season 5,Dabang Delhi K.C.,Anil Kumar,"Defender, left cover",5.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,33.33,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
 Season 6,Dabang Delhi K.C.,Anil Kumar,"Defender, left cover",18.0,30.0,1.0,29.0,9.0,0.0,2.0,7.0,0.0,11.11,48.33,60.0,25.0,35.0,4.0,4.0,1.0,0.0,0.0
 Season 7,Dabang Delhi K.C.,Anil Kumar,"Defender, left cover",14.0,24.0,0.0,24.0,3.0,0.0,0.0,3.0,0.0,0.0,36.92,65.0,23.0,42.0,1.0,4.0,0.0,0.0,0.0
 Overall,Dabang Delhi K.C.,Anil Kumar,"Defender, left cover",52.0,78.0,3.0,75.0,33.0,2.0,5.0,26.0,0.0,9.09,40.32,186.0,70.0,116.0,5.0,4.0,3.0,0.0,0.0
 Season 3,Bengal Warriors,Virender Wazir Singh,Raider,4.0,7.0,6.0,1.0,17.0,4.0,5.0,8.0,0.0,23.52,100.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
 Season 5,Bengal Warriors,Virender Wazir Singh,Raider,3.0,8.0,8.0,0.0,11.0,3.0,6.0,2.0,1.0,27.27,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Virender Wazir Singh,Raider,7.0,15.0,14.0,1.0,28.0,7.0,11.0,10.0,1.0,25.0,100.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
 Season 3,Bengaluru Bulls,Pawan Kumar Sehrawat,Raider,13.0,53.0,45.0,8.0,110.0,36.0,39.0,35.0,1.0,40.9,47.05,17.0,6.0,11.0,2.0,7.0,0.0,0.0,0.0
 Season 4,Bengaluru Bulls,Pawan Kumar Sehrawat,Raider,10.0,11.0,11.0,0.0,33.0,8.0,17.0,8.0,0.0,33.33,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
 Season 5,Bengaluru Bulls,Pawan Kumar Sehrawat,Raider,9.0,10.0,9.0,1.0,24.0,5.0,13.0,6.0,0.0,37.5,50.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0
 Season 6,Bengaluru Bulls,Pawan Kumar Sehrawat,Raider,24.0,282.0,271.0,11.0,375.0,209.0,85.0,81.0,12.0,72.26,27.5,40.0,11.0,29.0,0.0,22.0,1.0,0.0,0.0
 Season 7,Bengaluru Bulls,Pawan Kumar Sehrawat,Raider,19.0,256.0,242.0,14.0,343.0,187.0,89.0,67.0,6.0,70.55,48.27,29.0,13.0,16.0,1.0,29.0,0.0,0.0,0.0
 Overall,Bengaluru Bulls,Pawan Kumar Sehrawat,Raider,75.0,612.0,578.0,34.0,885.0,445.0,243.0,197.0,19.0,65.31,38.2,89.0,31.0,58.0,3.0,29.0,1.0,0.0,0.0
 Season 3,Puneri Paltan,Nitin Tomar,Raider,10.0,81.0,77.0,4.0,160.0,68.0,25.0,67.0,1.0,48.12,36.36,11.0,3.0,8.0,1.0,13.0,0.0,0.0,0.0
 Season 4,Puneri Paltan,Nitin Tomar,Raider,12.0,34.0,33.0,1.0,112.0,30.0,29.0,53.0,1.0,29.46,12.5,8.0,1.0,7.0,0.0,7.0,0.0,0.0,0.0
 Season 5,Puneri Paltan,Nitin Tomar,Raider,20.0,177.0,167.0,10.0,327.0,135.0,45.0,147.0,7.0,51.07,33.33,30.0,9.0,21.0,1.0,18.0,0.0,0.0,0.0
 Season 6,Puneri Paltan,Nitin Tomar,Raider,11.0,102.0,100.0,2.0,191.0,84.0,32.0,75.0,1.0,52.35,22.22,9.0,2.0,7.0,0.0,20.0,0.0,0.0,0.0
 Season 7,Puneri Paltan,Nitin Tomar,Raider,12.0,53.0,50.0,3.0,120.0,45.0,31.0,44.0,0.0,41.66,15.78,19.0,3.0,16.0,0.0,11.0,0.0,0.0,0.0
 Overall,Puneri Paltan,Nitin Tomar,Raider,65.0,447.0,427.0,20.0,910.0,362.0,162.0,386.0,10.0,46.92,25.97,77.0,18.0,59.0,2.0,20.0,0.0,0.0,0.0
 Season 3,Puneri Paltan,PO Surjeet Singh,"Defender, right cover",12.0,49.0,1.0,48.0,6.0,1.0,0.0,5.0,0.0,16.66,64.0,75.0,47.0,28.0,1.0,9.0,0.0,0.0,0.0
 Season 4,Puneri Paltan,PO Surjeet Singh,"Defender, right cover",14.0,37.0,0.0,37.0,3.0,0.0,0.0,3.0,0.0,0.0,50.68,73.0,33.0,40.0,4.0,5.0,0.0,0.0,0.0
 Season 5,Puneri Paltan,PO Surjeet Singh,"Defender, right cover",24.0,79.0,3.0,76.0,52.0,3.0,1.0,48.0,0.0,5.76,52.05,146.0,72.0,74.0,4.0,8.0,8.0,0.0,0.0
 Season 6,Puneri Paltan,PO Surjeet Singh,"Defender, right cover",23.0,57.0,3.0,54.0,54.0,2.0,2.0,50.0,0.0,5.55,41.86,129.0,52.0,77.0,2.0,7.0,7.0,0.0,0.0
 Season 7,Puneri Paltan,PO Surjeet Singh,"Defender, right cover",19.0,53.0,2.0,51.0,18.0,1.0,1.0,16.0,0.0,11.11,49.51,103.0,46.0,57.0,5.0,7.0,3.0,0.0,0.0
 Overall,Puneri Paltan,PO Surjeet Singh,"Defender, right cover",92.0,275.0,9.0,266.0,133.0,7.0,4.0,122.0,0.0,6.76,50.57,526.0,250.0,276.0,16.0,9.0,18.0,0.0,0.0
 Season 5,Bengaluru Bulls,Mahendra Singh Dhaka,"Defender, right cover",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
 Season 3,Bengaluru Bulls,Mahendra Singh Dhaka,"Defender, right cover",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Bengaluru Bulls,Mahendra Singh Dhaka,"Defender, right cover",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Bengaluru Bulls,Mahendra Singh Dhaka,"Defender, right cover",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
 Season 3,Puneri Paltan,Darshan Kadian,Raider,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,8.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0
 Season 5,Puneri Paltan,Darshan Kadian,Raider,16.0,40.0,33.0,7.0,72.0,24.0,26.0,22.0,1.0,45.83,30.43,23.0,4.0,19.0,3.0,8.0,0.0,0.0,0.0
 Season 6,Puneri Paltan,Darshan Kadian,Raider,14.0,50.0,49.0,1.0,141.0,38.0,29.0,74.0,1.0,34.75,33.33,3.0,1.0,2.0,0.0,10.0,1.0,0.0,0.0
 Season 7,Puneri Paltan,Darshan Kadian,Raider,6.0,7.0,6.0,1.0,20.0,3.0,6.0,11.0,0.0,30.0,12.5,8.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0
 Overall,Puneri Paltan,Darshan Kadian,Raider,38.0,99.0,88.0,11.0,234.0,65.0,62.0,107.0,2.0,37.6,26.19,42.0,8.0,34.0,3.0,10.0,1.0,0.0,0.0
 Season 3,Bengaluru Bulls,Rohit Kumar,Raider,12.0,109.0,102.0,7.0,178.0,80.0,28.0,70.0,4.0,57.3,50.0,14.0,7.0,7.0,0.0,16.0,0.0,0.0,0.0
 Season 4,Bengaluru Bulls,Rohit Kumar,Raider,14.0,100.0,93.0,7.0,234.0,75.0,52.0,107.0,3.0,39.74,43.75,16.0,6.0,10.0,1.0,11.0,0.0,0.0,0.0
 Season 5,Bengaluru Bulls,Rohit Kumar,Raider,22.0,231.0,219.0,12.0,418.0,192.0,82.0,144.0,1.0,52.39,44.44,27.0,11.0,16.0,1.0,32.0,1.0,0.0,0.0
 Season 6,Bengaluru Bulls,Rohit Kumar,Raider,24.0,171.0,162.0,9.0,341.0,129.0,64.0,148.0,5.0,47.5,30.0,30.0,9.0,21.0,0.0,16.0,1.0,1.0,0.0
 Season 7,Bengaluru Bulls,Rohit Kumar,Raider,17.0,92.0,88.0,4.0,230.0,69.0,67.0,94.0,2.0,38.26,23.52,17.0,4.0,13.0,0.0,14.0,0.0,0.0,0.0
 Overall,Bengaluru Bulls,Rohit Kumar,Raider,89.0,703.0,664.0,39.0,1401.0,545.0,293.0,563.0,15.0,47.39,37.5,104.0,37.0,67.0,2.0,32.0,2.0,1.0,0.0
 Season 6,Patna Pirates,Ogak Haggai Odhiambo,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Patna Pirates,Ogak Haggai Odhiambo,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 4,Haryana Steelers,Tin Phonchoo,All Rounder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 7,Haryana Steelers,Tin Phonchoo,All Rounder,2.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Haryana Steelers,Tin Phonchoo,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Haryana Steelers,Tin Phonchoo,All Rounder,3.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Haryana Steelers,Md. Zakir Hossain,Raider,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Season 4,Haryana Steelers,Md. Zakir Hossain,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Haryana Steelers,Md. Zakir Hossain,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Haryana Steelers,Md. Zakir Hossain,Raider,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Season 4,Puneri Paltan,Sagar B Krishna,All Rounder,11.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,16.0,6.0,10.0,0.0,2.0,0.0,0.0,0.0
 Season 5,Puneri Paltan,Sagar B Krishna,All Rounder,17.0,33.0,1.0,32.0,10.0,1.0,1.0,8.0,0.0,10.0,51.61,62.0,29.0,33.0,3.0,6.0,0.0,0.0,0.0
 Season 6,Puneri Paltan,Sagar B Krishna,All Rounder,20.0,18.0,0.0,18.0,9.0,0.0,1.0,8.0,0.0,0.0,40.0,45.0,17.0,28.0,1.0,5.0,0.0,0.0,0.0
 Season 7,Puneri Paltan,Sagar B Krishna,All Rounder,11.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,51.85,27.0,11.0,16.0,3.0,7.0,0.0,0.0,0.0
 Overall,Puneri Paltan,Sagar B Krishna,All Rounder,59.0,71.0,1.0,70.0,19.0,1.0,2.0,16.0,0.0,5.26,46.66,150.0,63.0,87.0,7.0,7.0,0.0,0.0,0.0
 Season 6,Telugu Titans,Mahender Reddy,All Rounder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Telugu Titans,Mahender Reddy,All Rounder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 4,Gujarat Fortunegiants,Parvesh Bhainswal,"Defender, left cover",7.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.64,17.0,3.0,14.0,0.0,2.0,0.0,0.0,0.0
 Season 5,Gujarat Fortunegiants,Parvesh Bhainswal,"Defender, left cover",24.0,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,53.93,89.0,44.0,45.0,4.0,5.0,1.0,0.0,0.0
 Season 6,Gujarat Fortunegiants,Parvesh Bhainswal,"Defender, left cover",25.0,86.0,0.0,86.0,1.0,0.0,0.0,1.0,0.0,0.0,62.31,138.0,82.0,56.0,4.0,8.0,3.0,0.0,0.0
 Season 7,Gujarat Fortunegiants,Parvesh Bhainswal,"Defender, left cover",18.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63,76.0,38.0,38.0,2.0,7.0,0.0,0.0,0.0
 Overall,Gujarat Fortunegiants,Parvesh Bhainswal,"Defender, left cover",74.0,177.0,0.0,177.0,1.0,0.0,0.0,1.0,0.0,0.0,55.31,320.0,167.0,153.0,10.0,8.0,4.0,0.0,0.0
 Season 4,Telugu Titans,Vishal Bhardwaj,Defender,2.0,7.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,100.0,40.0,15.0,6.0,9.0,0.0,5.0,0.0,0.0,0.0
 Season 5,Telugu Titans,Vishal Bhardwaj,Defender,22.0,71.0,0.0,71.0,5.0,0.0,1.0,4.0,0.0,0.0,51.82,137.0,68.0,69.0,3.0,7.0,6.0,0.0,0.0
 Season 6,Telugu Titans,Vishal Bhardwaj,Defender,17.0,60.0,0.0,60.0,40.0,0.0,0.0,40.0,0.0,0.0,63.15,95.0,51.0,44.0,9.0,9.0,5.0,0.0,0.0
 Season 7,Telugu Titans,Vishal Bhardwaj,Defender,18.0,61.0,0.0,61.0,14.0,0.0,0.0,14.0,0.0,0.0,58.09,105.0,52.0,53.0,9.0,8.0,5.0,0.0,0.0
 Overall,Telugu Titans,Vishal Bhardwaj,Defender,59.0,199.0,1.0,198.0,60.0,1.0,1.0,58.0,0.0,1.66,56.25,352.0,177.0,175.0,21.0,9.0,16.0,0.0,0.0
 Season 4,Telugu Titans,Sanket Chavan,"Defender, left corner",6.0,11.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,45.83,24.0,11.0,13.0,0.0,3.0,0.0,0.0,0.0
 Season 5,Telugu Titans,Sanket Chavan,"Defender, left corner",7.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,26.66,15.0,4.0,11.0,0.0,2.0,0.0,0.0,0.0
 Season 6,Telugu Titans,Sanket Chavan,"Defender, left corner",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Telugu Titans,Sanket Chavan,"Defender, left corner",13.0,15.0,0.0,15.0,2.0,0.0,0.0,2.0,0.0,0.0,38.46,39.0,15.0,24.0,0.0,3.0,0.0,0.0,0.0
 Season 4,Dabang Delhi K.C.,Sombir,Defender,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Dabang Delhi K.C.,Sombir,Defender,17.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,46.42,84.0,33.0,51.0,6.0,10.0,1.0,0.0,0.0
 Season 6,Dabang Delhi K.C.,Sombir,Defender,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,8.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0
 Season 7,Dabang Delhi K.C.,Sombir,Defender,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
 Overall,Dabang Delhi K.C.,Sombir,Defender,30.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,42.26,97.0,35.0,62.0,6.0,10.0,1.0,0.0,0.0
 Season 4,Bengaluru Bulls,Sumit Singh,Raider,5.0,9.0,7.0,2.0,20.0,5.0,6.0,9.0,0.0,35.0,40.0,5.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0
 Season 5,Bengaluru Bulls,Sumit Singh,Raider,4.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Bengaluru Bulls,Sumit Singh,Raider,8.0,15.0,11.0,4.0,27.0,7.0,6.0,14.0,0.0,40.74,40.0,10.0,4.0,6.0,0.0,4.0,2.0,0.0,0.0
 Season 7,Bengaluru Bulls,Sumit Singh,Raider,15.0,39.0,36.0,3.0,92.0,27.0,28.0,37.0,0.0,39.13,27.27,11.0,2.0,9.0,1.0,7.0,1.0,0.0,0.0
 Overall,Bengaluru Bulls,Sumit Singh,Raider,32.0,63.0,54.0,9.0,144.0,39.0,42.0,63.0,0.0,37.5,34.61,26.0,7.0,19.0,2.0,7.0,3.0,0.0,0.0
 Season 4,Puneri Paltan,Akshay Jadhav,Raider,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Puneri Paltan,Akshay Jadhav,Raider,10.0,21.0,9.0,12.0,39.0,9.0,9.0,21.0,0.0,23.07,70.58,17.0,10.0,7.0,2.0,6.0,0.0,0.0,0.0
 Season 6,Puneri Paltan,Akshay Jadhav,Raider,18.0,41.0,28.0,13.0,108.0,25.0,26.0,57.0,1.0,25.92,50.0,26.0,12.0,14.0,1.0,7.0,0.0,0.0,0.0
 Overall,Puneri Paltan,Akshay Jadhav,Raider,29.0,62.0,37.0,25.0,147.0,34.0,35.0,78.0,1.0,25.17,58.13,43.0,22.0,21.0,3.0,7.0,0.0,0.0,0.0
 Season 4,Haryana Steelers,Vikash Kandola,Raider,4.0,3.0,3.0,0.0,17.0,3.0,5.0,9.0,0.0,17.64,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
 Season 5,Haryana Steelers,Vikash Kandola,Raider,9.0,58.0,58.0,0.0,136.0,44.0,29.0,63.0,1.0,42.64,0.0,4.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0
 Season 6,Haryana Steelers,Vikash Kandola,Raider,22.0,177.0,172.0,5.0,347.0,136.0,79.0,132.0,5.0,49.56,27.77,18.0,5.0,13.0,0.0,15.0,2.0,0.0,0.0
 Season 7,Haryana Steelers,Vikash Kandola,Raider,14.0,142.0,138.0,4.0,284.0,107.0,53.0,124.0,5.0,48.59,40.0,10.0,4.0,6.0,0.0,13.0,0.0,0.0,0.0
 Overall,Haryana Steelers,Vikash Kandola,Raider,49.0,380.0,371.0,9.0,784.0,290.0,166.0,328.0,11.0,47.32,26.47,34.0,9.0,25.0,0.0,15.0,2.0,0.0,0.0
