series_name,team_name,player_name,position_name,match_played,total_points,total_raid_points,tackle_points,total_raids,success_raids,unsuccess_raids,empty_raid,super_raids,success_raid_percent,tackle_success_rate,total_tackles,success_tackles,unsuccesful_tackles,super_tackles,most_point_in_a_match,green_cards,yellow_cards,red_cards
 Season 1,Puneri Paltan,Takamitsu Kono,All Rounder,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,100.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
 Season 2,Puneri Paltan,Takamitsu Kono,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 3,Puneri Paltan,Takamitsu Kono,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Puneri Paltan,Takamitsu Kono,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Puneri Paltan,Takamitsu Kono,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Puneri Paltan,Takamitsu Kono,All Rounder,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,100.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
 Season 1,Bengaluru Bulls,Dong Ju Hong,All Rounder,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,50.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
 Season 2,Bengaluru Bulls,Dong Ju Hong,All Rounder,4.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Bengaluru Bulls,Dong Ju Hong,All Rounder,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,100.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
 Overall,Bengaluru Bulls,Dong Ju Hong,All Rounder,9.0,2.0,2.0,0.0,7.0,1.0,4.0,2.0,0.0,28.57,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
 Season 1,Patna Pirates,Tae Deok Eom,All Rounder,9.0,4.0,2.0,2.0,8.0,1.0,4.0,3.0,0.0,25.0,22.22,9.0,1.0,8.0,1.0,3.0,0.0,0.0,0.0
 Season 2,Patna Pirates,Tae Deok Eom,All Rounder,8.0,16.0,11.0,5.0,20.0,8.0,5.0,7.0,0.0,55.0,50.0,10.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0
 Season 3,Patna Pirates,Tae Deok Eom,All Rounder,7.0,1.0,1.0,0.0,5.0,1.0,2.0,2.0,0.0,20.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0
 Season 6,Patna Pirates,Tae Deok Eom,All Rounder,11.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,6.25,16.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0
 Season 4,Patna Pirates,Tae Deok Eom,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Patna Pirates,Tae Deok Eom,All Rounder,35.0,22.0,14.0,8.0,35.0,10.0,12.0,13.0,0.0,40.0,18.6,43.0,7.0,36.0,1.0,5.0,0.0,0.0,0.0
 Season 1,Bengaluru Bulls,Sanjay Shrestha,All Rounder,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 2,Bengaluru Bulls,Sanjay Shrestha,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 3,Bengaluru Bulls,Sanjay Shrestha,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 4,Bengaluru Bulls,Sanjay Shrestha,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Bengaluru Bulls,Sanjay Shrestha,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Bengaluru Bulls,Sanjay Shrestha,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 7,Bengaluru Bulls,Sanjay Shrestha,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Bengaluru Bulls,Sanjay Shrestha,All Rounder,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 1,Tamil Thalaivas,Waleed Al Hasani,Raider,6.0,14.0,14.0,0.0,23.0,10.0,13.0,0.0,1.0,43.47,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
 Overall,Tamil Thalaivas,Waleed Al Hasani,Raider,6.0,14.0,14.0,0.0,23.0,10.0,13.0,0.0,1.0,43.47,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
 Season 1,,Sinotharan Kanesharajah,,1.0,5.0,4.0,1.0,5.0,2.0,0.0,3.0,1.0,80.0,100.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
 Season 2,,Sinotharan Kanesharajah,,2.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,33.33,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
 Overall,,Sinotharan Kanesharajah,,3.0,6.0,5.0,1.0,8.0,2.0,1.0,5.0,1.0,62.5,50.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
 Season 1,Tamil Thalaivas,Ajay Thakur,Raider,15.0,127.0,122.0,5.0,228.0,96.0,58.0,73.0,2.0,53.5,27.77,18.0,5.0,13.0,0.0,16.0,1.0,0.0,0.0
 Season 2,Tamil Thalaivas,Ajay Thakur,Raider,13.0,80.0,79.0,1.0,190.0,56.0,55.0,79.0,6.0,41.57,16.66,6.0,1.0,5.0,0.0,12.0,6.0,0.0,0.0
 Season 3,Tamil Thalaivas,Ajay Thakur,Raider,14.0,56.0,52.0,4.0,148.0,41.0,34.0,73.0,2.0,35.13,44.44,9.0,4.0,5.0,0.0,11.0,2.0,0.0,0.0
 Season 4,Tamil Thalaivas,Ajay Thakur,Raider,16.0,64.0,63.0,1.0,155.0,41.0,34.0,80.0,5.0,40.64,12.5,8.0,1.0,7.0,0.0,12.0,0.0,1.0,0.0
 Season 5,Tamil Thalaivas,Ajay Thakur,Raider,22.0,222.0,213.0,9.0,407.0,182.0,75.0,150.0,3.0,52.33,36.0,25.0,9.0,16.0,0.0,20.0,4.0,0.0,0.0
 Season 6,Tamil Thalaivas,Ajay Thakur,Raider,22.0,204.0,203.0,1.0,388.0,177.0,80.0,131.0,3.0,52.31,9.09,11.0,1.0,10.0,0.0,20.0,3.0,0.0,0.0
 Season 7,Tamil Thalaivas,Ajay Thakur,Raider,13.0,58.0,58.0,0.0,171.0,47.0,43.0,81.0,2.0,33.91,0.0,5.0,0.0,5.0,0.0,11.0,2.0,0.0,0.0
 Overall,Tamil Thalaivas,Ajay Thakur,Raider,115.0,811.0,790.0,21.0,1687.0,640.0,379.0,667.0,23.0,46.82,25.6,82.0,21.0,61.0,0.0,20.0,18.0,1.0,0.0
 Season 1,Telugu Titans,Amit Singh Chhillar,"Defender, left corner",14.0,30.0,1.0,29.0,4.0,1.0,1.0,2.0,0.0,25.0,35.8,81.0,26.0,55.0,3.0,7.0,2.0,0.0,0.0
 Season 2,Telugu Titans,Amit Singh Chhillar,"Defender, left corner",6.0,12.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,57.14,21.0,11.0,10.0,1.0,5.0,0.0,0.0,0.0
 Season 3,Telugu Titans,Amit Singh Chhillar,"Defender, left corner",5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41,17.0,5.0,12.0,0.0,2.0,0.0,0.0,0.0
 Season 4,Telugu Titans,Amit Singh Chhillar,"Defender, left corner",9.0,13.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,38.23,34.0,13.0,21.0,0.0,4.0,0.0,0.0,0.0
 Season 5,Telugu Titans,Amit Singh Chhillar,"Defender, left corner",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Telugu Titans,Amit Singh Chhillar,"Defender, left corner",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Telugu Titans,Amit Singh Chhillar,"Defender, left corner",35.0,60.0,1.0,59.0,6.0,1.0,1.0,4.0,0.0,16.66,38.31,154.0,55.0,99.0,4.0,7.0,2.0,0.0,0.0
 Season 1,Jaipur Pink Panthers,Anup Kumar,Raider,16.0,169.0,155.0,14.0,255.0,123.0,46.0,86.0,8.0,60.78,40.0,35.0,12.0,23.0,2.0,16.0,3.0,0.0,0.0
 Season 2,Jaipur Pink Panthers,Anup Kumar,Raider,14.0,81.0,74.0,7.0,244.0,61.0,35.0,148.0,1.0,30.32,58.33,12.0,6.0,6.0,1.0,10.0,8.0,0.0,0.0
 Season 3,Jaipur Pink Panthers,Anup Kumar,Raider,13.0,79.0,76.0,3.0,209.0,63.0,25.0,121.0,3.0,36.36,33.33,9.0,3.0,6.0,0.0,9.0,1.0,1.0,0.0
 Season 4,Jaipur Pink Panthers,Anup Kumar,Raider,14.0,82.0,72.0,10.0,230.0,60.0,29.0,141.0,1.0,31.3,41.66,24.0,9.0,15.0,1.0,11.0,4.0,1.0,0.0
 Season 5,Jaipur Pink Panthers,Anup Kumar,Raider,21.0,135.0,112.0,23.0,281.0,84.0,44.0,153.0,2.0,39.85,38.33,60.0,19.0,41.0,4.0,11.0,6.0,0.0,0.0
 Season 6,Jaipur Pink Panthers,Anup Kumar,Raider,13.0,50.0,38.0,12.0,127.0,30.0,21.0,76.0,2.0,29.92,36.36,33.0,12.0,21.0,0.0,8.0,2.0,0.0,0.0
 Overall,Jaipur Pink Panthers,Anup Kumar,Raider,91.0,596.0,527.0,69.0,1346.0,421.0,200.0,725.0,17.0,39.15,39.88,173.0,61.0,112.0,8.0,16.0,24.0,2.0,0.0
 Season 2,Bengal Warriors,Bhupender Singh,All Rounder,11.0,30.0,22.0,8.0,63.0,18.0,15.0,30.0,1.0,34.92,40.0,20.0,8.0,12.0,0.0,7.0,2.0,0.0,0.0
 Season 3,Bengal Warriors,Bhupender Singh,All Rounder,11.0,12.0,11.0,1.0,33.0,8.0,11.0,14.0,0.0,33.33,14.28,7.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0
 Season 4,Bengal Warriors,Bhupender Singh,All Rounder,4.0,0.0,0.0,0.0,13.0,0.0,1.0,12.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Bengal Warriors,Bhupender Singh,All Rounder,17.0,28.0,28.0,0.0,83.0,16.0,19.0,48.0,2.0,33.73,0.0,8.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0
 Season 6,Bengal Warriors,Bhupender Singh,All Rounder,4.0,13.0,10.0,3.0,20.0,6.0,5.0,9.0,1.0,50.0,60.0,5.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Bhupender Singh,All Rounder,47.0,83.0,71.0,12.0,212.0,48.0,51.0,113.0,4.0,33.49,27.27,44.0,11.0,33.0,1.0,7.0,2.0,0.0,0.0
 Season 1,Dabang Delhi K.C.,Chandran Ranjit,Raider,6.0,6.0,6.0,0.0,20.0,4.0,8.0,8.0,0.0,30.0,0.0,6.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0
 Season 2,Dabang Delhi K.C.,Chandran Ranjit,Raider,1.0,1.0,0.0,1.0,8.0,0.0,3.0,5.0,0.0,0.0,50.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
 Season 5,Dabang Delhi K.C.,Chandran Ranjit,Raider,11.0,51.0,51.0,0.0,122.0,43.0,27.0,52.0,3.0,41.8,0.0,4.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0
 Season 6,Dabang Delhi K.C.,Chandran Ranjit,Raider,24.0,158.0,153.0,5.0,316.0,127.0,73.0,116.0,3.0,48.41,33.33,15.0,4.0,11.0,1.0,11.0,0.0,0.0,0.0
 Season 7,Dabang Delhi K.C.,Chandran Ranjit,Raider,17.0,92.0,88.0,4.0,214.0,67.0,57.0,90.0,3.0,41.12,25.0,16.0,3.0,13.0,1.0,11.0,0.0,0.0,0.0
 Overall,Dabang Delhi K.C.,Chandran Ranjit,Raider,59.0,308.0,298.0,10.0,680.0,241.0,168.0,271.0,9.0,43.82,23.25,43.0,8.0,35.0,2.0,11.0,0.0,0.0,0.0
 Season 1,Jaipur Pink Panthers,Deepak Niwas Hooda,All Rounder,14.0,89.0,87.0,2.0,148.0,72.0,32.0,44.0,3.0,58.78,9.09,22.0,2.0,20.0,0.0,18.0,0.0,0.0,0.0
 Season 2,Jaipur Pink Panthers,Deepak Niwas Hooda,All Rounder,15.0,96.0,60.0,36.0,153.0,54.0,27.0,72.0,1.0,39.21,59.01,61.0,32.0,29.0,4.0,14.0,1.0,0.0,0.0
 Season 3,Jaipur Pink Panthers,Deepak Niwas Hooda,All Rounder,12.0,76.0,69.0,7.0,157.0,62.0,28.0,67.0,0.0,43.94,33.33,21.0,7.0,14.0,0.0,13.0,0.0,0.0,0.0
 Season 4,Jaipur Pink Panthers,Deepak Niwas Hooda,All Rounder,16.0,130.0,126.0,4.0,277.0,108.0,39.0,130.0,2.0,45.48,14.28,28.0,4.0,24.0,0.0,17.0,0.0,0.0,0.0
 Season 5,Jaipur Pink Panthers,Deepak Niwas Hooda,All Rounder,24.0,186.0,172.0,14.0,360.0,127.0,76.0,157.0,8.0,47.77,41.17,34.0,13.0,21.0,1.0,17.0,1.0,0.0,0.0
 Season 6,Jaipur Pink Panthers,Deepak Niwas Hooda,All Rounder,22.0,208.0,196.0,12.0,366.0,162.0,72.0,132.0,4.0,53.55,31.57,38.0,11.0,27.0,1.0,20.0,4.0,0.0,0.0
 Season 7,Jaipur Pink Panthers,Deepak Niwas Hooda,All Rounder,20.0,158.0,146.0,12.0,304.0,113.0,58.0,133.0,2.0,48.02,44.44,27.0,10.0,17.0,2.0,14.0,0.0,0.0,0.0
 Overall,Jaipur Pink Panthers,Deepak Niwas Hooda,All Rounder,123.0,943.0,856.0,87.0,1765.0,698.0,332.0,735.0,20.0,48.49,37.66,231.0,79.0,152.0,8.0,20.0,6.0,0.0,0.0
 Season 1,Haryana Steelers,Dharmaraj Cheralathan,"Defender, right and left corner",16.0,52.0,13.0,39.0,31.0,8.0,2.0,21.0,0.0,41.93,56.52,69.0,34.0,35.0,5.0,7.0,1.0,0.0,0.0
 Season 2,Haryana Steelers,Dharmaraj Cheralathan,"Defender, right and left corner",15.0,61.0,19.0,42.0,42.0,15.0,2.0,25.0,0.0,45.23,61.76,68.0,41.0,27.0,1.0,9.0,0.0,0.0,0.0
 Season 3,Haryana Steelers,Dharmaraj Cheralathan,"Defender, right and left corner",14.0,37.0,6.0,31.0,20.0,3.0,4.0,13.0,0.0,30.0,53.44,58.0,28.0,30.0,3.0,8.0,0.0,0.0,0.0
 Season 4,Haryana Steelers,Dharmaraj Cheralathan,"Defender, right and left corner",14.0,41.0,2.0,39.0,28.0,2.0,0.0,26.0,0.0,7.14,61.9,63.0,31.0,32.0,8.0,9.0,1.0,0.0,0.0
 Season 5,Haryana Steelers,Dharmaraj Cheralathan,"Defender, right and left corner",18.0,25.0,0.0,25.0,15.0,0.0,0.0,15.0,0.0,0.0,39.06,64.0,24.0,40.0,1.0,4.0,0.0,0.0,0.0
 Season 6,Haryana Steelers,Dharmaraj Cheralathan,"Defender, right and left corner",22.0,40.0,0.0,40.0,22.0,0.0,1.0,21.0,0.0,0.0,57.97,69.0,37.0,32.0,3.0,6.0,0.0,0.0,0.0
 Season 7,Haryana Steelers,Dharmaraj Cheralathan,"Defender, right and left corner",15.0,38.0,2.0,36.0,16.0,1.0,1.0,14.0,0.0,12.5,48.0,75.0,33.0,42.0,3.0,5.0,0.0,0.0,0.0
 Overall,Haryana Steelers,Dharmaraj Cheralathan,"Defender, right and left corner",114.0,294.0,42.0,252.0,174.0,29.0,10.0,135.0,0.0,24.13,54.07,466.0,228.0,238.0,24.0,9.0,2.0,0.0,0.0
 Season 2,Bengal Warriors,Dharmendra Singh,"Defender, left corner",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 3,Bengal Warriors,Dharmendra Singh,"Defender, left corner",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 7,Bengal Warriors,Dharmendra Singh,"Defender, left corner",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Dharmendra Singh,"Defender, left corner",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 1,Jaipur Pink Panthers,Gangadhari Mallesh,Raider,10.0,16.0,13.0,3.0,22.0,10.0,1.0,11.0,0.0,59.09,21.42,14.0,3.0,11.0,0.0,4.0,0.0,0.0,0.0
 Season 2,Jaipur Pink Panthers,Gangadhari Mallesh,Raider,10.0,11.0,3.0,8.0,12.0,2.0,6.0,4.0,0.0,25.0,57.14,14.0,6.0,8.0,2.0,4.0,0.0,0.0,0.0
 Season 3,Jaipur Pink Panthers,Gangadhari Mallesh,Raider,10.0,10.0,1.0,9.0,22.0,1.0,4.0,17.0,0.0,4.54,47.36,19.0,8.0,11.0,1.0,3.0,0.0,0.0,0.0
 Season 6,Jaipur Pink Panthers,Gangadhari Mallesh,Raider,6.0,4.0,2.0,2.0,10.0,1.0,4.0,5.0,0.0,20.0,28.57,7.0,1.0,6.0,1.0,3.0,0.0,0.0,0.0
 Overall,Jaipur Pink Panthers,Gangadhari Mallesh,Raider,36.0,41.0,19.0,22.0,66.0,14.0,15.0,37.0,0.0,28.78,40.74,54.0,18.0,36.0,4.0,4.0,0.0,0.0,0.0
 Season 1,Gujarat Fortunegiants,Gurvinder Singh,Raider,7.0,13.0,9.0,4.0,18.0,6.0,7.0,5.0,0.0,50.0,30.76,13.0,3.0,10.0,1.0,5.0,0.0,0.0,0.0
 Season 2,Gujarat Fortunegiants,Gurvinder Singh,Raider,16.0,49.0,44.0,5.0,134.0,34.0,32.0,68.0,1.0,32.83,22.72,22.0,5.0,17.0,0.0,11.0,0.0,0.0,0.0
 Season 3,Gujarat Fortunegiants,Gurvinder Singh,Raider,5.0,6.0,4.0,2.0,12.0,2.0,2.0,8.0,0.0,33.33,40.0,5.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0
 Season 4,Gujarat Fortunegiants,Gurvinder Singh,Raider,6.0,4.0,4.0,0.0,17.0,4.0,4.0,9.0,0.0,23.52,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
 Season 5,Gujarat Fortunegiants,Gurvinder Singh,Raider,9.0,24.0,17.0,7.0,37.0,10.0,8.0,19.0,1.0,45.94,35.0,20.0,7.0,13.0,0.0,7.0,0.0,0.0,0.0
 Season 7,Gujarat Fortunegiants,Gurvinder Singh,Raider,2.0,4.0,4.0,0.0,7.0,3.0,4.0,0.0,0.0,57.14,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
 Season 6,Gujarat Fortunegiants,Gurvinder Singh,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Gujarat Fortunegiants,Gurvinder Singh,Raider,45.0,100.0,82.0,18.0,225.0,59.0,57.0,109.0,2.0,36.44,27.69,65.0,17.0,48.0,1.0,11.0,0.0,0.0,0.0
 Season 1,Bengaluru Bulls,Jasmer Singh Gulia,All Rounder,14.0,45.0,7.0,38.0,20.0,7.0,5.0,8.0,0.0,35.0,45.23,84.0,36.0,48.0,2.0,5.0,1.0,0.0,0.0
 Season 2,Bengaluru Bulls,Jasmer Singh Gulia,All Rounder,3.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,13.33,15.0,2.0,13.0,0.0,1.0,0.0,0.0,0.0
 Season 3,Bengaluru Bulls,Jasmer Singh Gulia,All Rounder,16.0,46.0,0.0,46.0,2.0,0.0,0.0,2.0,0.0,0.0,60.52,76.0,41.0,35.0,5.0,6.0,1.0,0.0,0.0
 Season 4,Bengaluru Bulls,Jasmer Singh Gulia,All Rounder,13.0,19.0,0.0,19.0,6.0,0.0,1.0,5.0,0.0,0.0,42.22,45.0,19.0,26.0,0.0,5.0,0.0,0.0,0.0
 Season 6,Bengaluru Bulls,Jasmer Singh Gulia,All Rounder,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,4.0,16.0,0.0,2.0,1.0,0.0,0.0
 Overall,Bengaluru Bulls,Jasmer Singh Gulia,All Rounder,52.0,116.0,7.0,109.0,29.0,7.0,6.0,16.0,0.0,24.13,45.41,240.0,102.0,138.0,7.0,6.0,3.0,0.0,0.0
 Season 1,Tamil Thalaivas,Jasvir Singh,Raider,15.0,113.0,106.0,7.0,221.0,83.0,39.0,99.0,2.0,47.96,38.88,18.0,6.0,12.0,1.0,12.0,1.0,0.0,0.0
 Season 2,Tamil Thalaivas,Jasvir Singh,Raider,13.0,74.0,64.0,10.0,199.0,52.0,43.0,104.0,0.0,32.16,55.55,18.0,8.0,10.0,2.0,9.0,4.0,0.0,0.0
 Season 3,Tamil Thalaivas,Jasvir Singh,Raider,4.0,25.0,25.0,0.0,51.0,15.0,10.0,26.0,2.0,49.01,0.0,2.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0
 Season 4,Tamil Thalaivas,Jasvir Singh,Raider,14.0,88.0,82.0,6.0,224.0,64.0,45.0,115.0,0.0,36.6,42.85,14.0,4.0,10.0,2.0,13.0,5.0,1.0,0.0
 Season 5,Tamil Thalaivas,Jasvir Singh,Raider,15.0,66.0,61.0,5.0,210.0,49.0,50.0,111.0,3.0,29.04,33.33,15.0,3.0,12.0,2.0,10.0,6.0,1.0,0.0
 Season 6,Tamil Thalaivas,Jasvir Singh,Raider,16.0,46.0,42.0,4.0,117.0,32.0,29.0,56.0,0.0,35.89,20.0,20.0,4.0,16.0,0.0,8.0,2.0,0.0,0.0
 Overall,Tamil Thalaivas,Jasvir Singh,Raider,77.0,412.0,380.0,32.0,1022.0,295.0,216.0,511.0,7.0,37.18,36.78,87.0,25.0,62.0,7.0,13.0,18.0,2.0,0.0
 Season 1,Haryana Steelers,Jeeva Gopal,"Defender, left cover",11.0,6.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,19.35,31.0,6.0,25.0,0.0,2.0,0.0,0.0,0.0
 Season 2,Haryana Steelers,Jeeva Gopal,"Defender, left cover",2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0
 Season 4,Haryana Steelers,Jeeva Gopal,"Defender, left cover",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Haryana Steelers,Jeeva Gopal,"Defender, left cover",6.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27,11.0,3.0,8.0,2.0,2.0,0.0,0.0,0.0
 Overall,Haryana Steelers,Jeeva Gopal,"Defender, left cover",24.0,12.0,0.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,17.24,58.0,10.0,48.0,2.0,2.0,0.0,0.0,0.0
 Season 1,Bengal Warriors,Jeeva Kumar,"Defender, right and left cover",9.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,51.61,31.0,16.0,15.0,0.0,4.0,0.0,0.0,0.0
 Season 2,Bengal Warriors,Jeeva Kumar,"Defender, right and left cover",13.0,39.0,1.0,38.0,1.0,1.0,0.0,0.0,0.0,100.0,65.51,58.0,31.0,27.0,7.0,9.0,1.0,0.0,0.0
 Season 3,Bengal Warriors,Jeeva Kumar,"Defender, right and left cover",16.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,62.0,30.0,32.0,1.0,4.0,0.0,0.0,0.0
 Season 4,Bengal Warriors,Jeeva Kumar,"Defender, right and left cover",14.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,41.93,62.0,24.0,38.0,2.0,4.0,0.0,0.0,0.0
 Season 5,Bengal Warriors,Jeeva Kumar,"Defender, right and left cover",22.0,44.0,0.0,44.0,2.0,0.0,0.0,2.0,0.0,0.0,42.3,104.0,37.0,67.0,7.0,5.0,1.0,0.0,0.0
 Season 6,Bengal Warriors,Jeeva Kumar,"Defender, right and left cover",19.0,40.0,0.0,40.0,1.0,0.0,0.0,1.0,0.0,0.0,44.44,90.0,36.0,54.0,4.0,5.0,0.0,0.0,0.0
 Season 7,Bengal Warriors,Jeeva Kumar,"Defender, right and left cover",18.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75,80.0,30.0,50.0,1.0,4.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Jeeva Kumar,"Defender, right and left cover",111.0,227.0,1.0,226.0,4.0,1.0,0.0,3.0,0.0,25.0,46.4,487.0,204.0,283.0,22.0,9.0,2.0,0.0,0.0
 Season 1,Bengaluru Bulls,Kashiling Adake,Raider,14.0,122.0,113.0,9.0,202.0,92.0,46.0,64.0,3.0,55.94,36.0,25.0,8.0,17.0,1.0,16.0,1.0,0.0,0.0
 Season 2,Bengaluru Bulls,Kashiling Adake,Raider,14.0,117.0,114.0,3.0,241.0,87.0,56.0,98.0,7.0,47.3,25.0,12.0,3.0,9.0,0.0,24.0,4.0,0.0,0.0
 Season 3,Bengaluru Bulls,Kashiling Adake,Raider,11.0,78.0,75.0,3.0,171.0,55.0,40.0,76.0,3.0,43.85,23.07,13.0,3.0,10.0,0.0,12.0,0.0,0.0,0.0
 Season 4,Bengaluru Bulls,Kashiling Adake,Raider,13.0,89.0,78.0,11.0,189.0,58.0,42.0,89.0,3.0,41.26,61.11,18.0,8.0,10.0,3.0,13.0,1.0,0.0,0.0
 Season 5,Bengaluru Bulls,Kashiling Adake,Raider,20.0,122.0,114.0,8.0,223.0,81.0,50.0,92.0,4.0,51.12,50.0,16.0,7.0,9.0,1.0,17.0,0.0,0.0,0.0
